p_fight
{0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0}
{0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0}
{0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0}
{0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0}
{0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0}
{0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0}
{0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0}
p_act
{0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0}
{0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0}
{0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0}
{0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0}
{0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0}
{0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0}
{0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0}
p_items
{0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0}
{0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0}
{0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0}
{0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0}
{0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0}
{0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0}
{0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0}
p_mercy
{0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0}
{0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0}
{0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0}
{0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0}
{0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0}
{0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1}
{0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1}
